Car_Age,KM_Driven,Fuel_Type,Transmission,Mileage,Engine,Owner_Type,Selling_Price
3,38340,Diesel,Manual,13.67,1361,Second,13.61
16,44850,Electric,Manual,25.17,2798,Third,18.38
13,193056,Diesel,Manual,10.44,831,Fourth & Above,1.47
19,118711,CNG,Manual,26.34,842,First,17.57
8,16094,Electric,Manual,10.28,2716,Second,23.43
5,92959,CNG,Manual,23.14,2174,Fourth & Above,18.13
8,169490,CNG,Manual,17.3,2645,Second,1.88
12,10741,Petrol,Manual,22.23,1358,First,10.07
1,116585,Electric,Manual,23.92,2236,Second,20.43
6,127564,Diesel,Automatic,16.85,1742,Fourth & Above,24.01
18,73798,CNG,Automatic,12.16,2398,Second,9.88
8,121026,Diesel,Manual,11.39,2170,Third,21.19
7,115130,Petrol,Automatic,21.78,2728,Third,21.73
1,27164,Petrol,Automatic,20.41,2436,Fourth & Above,3.96
16,171667,Electric,Manual,24.84,2884,Second,21.3
12,35257,Petrol,Manual,20.19,891,Fourth & Above,8.78
6,150283,Petrol,Manual,18.45,2643,Second,15.24
2,100989,Diesel,Automatic,17.96,984,First,13.94
14,141304,Petrol,Manual,10.53,1527,Third,16.91
4,57691,Petrol,Automatic,16.71,1851,First,18.77
1,84768,CNG,Manual,29.52,2371,Second,11.58
18,161685,Petrol,Automatic,27.47,1631,First,22.32
13,19026,CNG,Automatic,16.59,1144,Fourth & Above,20.43
2,189607,Petrol,Manual,21.76,2242,Fourth & Above,19.85
9,35908,Petrol,Manual,26.95,2019,Second,12.0
2,188185,Electric,Automatic,18.83,2925,Third,1.9
9,24610,Electric,Automatic,10.36,966,Fourth & Above,12.81
1,182718,CNG,Manual,11.49,1063,Third,22.56
11,68185,Petrol,Manual,20.21,2295,Second,5.57
3,77567,Diesel,Automatic,29.39,2031,Third,24.58
4,183646,Electric,Manual,23.86,2086,Second,20.38
18,41182,Diesel,Automatic,11.42,2329,First,18.04
6,121136,Electric,Manual,13.79,2608,Second,17.25
3,136642,Electric,Manual,25.43,2677,First,15.09
11,24288,Petrol,Manual,26.83,2549,Second,18.3
15,83824,Electric,Automatic,22.35,2709,Fourth & Above,11.13
5,165949,Diesel,Manual,22.89,2135,Fourth & Above,21.29
10,89425,Electric,Automatic,10.57,1997,Third,17.71
12,5917,CNG,Manual,26.57,1567,Second,19.51
15,80602,Petrol,Automatic,25.77,900,Second,20.02
17,69575,Petrol,Automatic,15.18,2532,Second,3.21
10,77518,CNG,Manual,24.17,2719,Third,2.34
6,44104,CNG,Automatic,14.3,2171,Fourth & Above,20.22
18,154134,CNG,Automatic,10.81,904,Second,7.23
13,21999,Electric,Automatic,14.02,1493,Third,14.97
3,197917,Petrol,Automatic,13.57,2490,Second,11.65
10,146013,CNG,Manual,16.75,2110,First,1.53
14,66169,Electric,Manual,18.37,1870,Second,1.97
6,159542,CNG,Manual,20.17,1866,First,20.85
3,134744,Diesel,Automatic,19.54,1617,Third,15.58
16,115684,Diesel,Automatic,15.41,2336,Third,13.57
7,64821,Petrol,Manual,10.58,2991,Fourth & Above,23.66
14,180507,Electric,Manual,22.1,1689,Second,5.15
9,140601,Diesel,Automatic,17.91,2677,Third,7.19
15,17192,Diesel,Manual,15.97,2673,Fourth & Above,19.16
3,79102,Electric,Manual,27.34,1589,Second,19.61
2,119894,CNG,Automatic,24.93,1352,Third,10.72
2,91795,Electric,Manual,27.16,1643,First,23.82
3,170159,CNG,Automatic,19.9,1458,Third,23.52
18,71677,Diesel,Manual,12.62,1818,First,1.3
14,140699,Diesel,Automatic,23.92,2753,Fourth & Above,5.14
18,192613,Diesel,Automatic,14.12,1990,Fourth & Above,20.69
10,139327,Petrol,Automatic,18.82,1550,Second,9.05
2,193505,Petrol,Automatic,11.3,1574,Second,3.29
1,141285,Petrol,Automatic,26.51,2180,Second,19.84
4,107412,Electric,Manual,12.52,1491,Fourth & Above,11.91
14,24404,Diesel,Manual,28.06,1518,First,12.82
1,121545,Diesel,Manual,27.28,1033,Second,5.47
14,161452,Electric,Automatic,19.29,2871,Second,16.86
16,155245,Petrol,Manual,24.89,2204,Fourth & Above,14.23
14,189099,Electric,Automatic,22.39,1805,First,5.96
3,28989,Petrol,Automatic,26.06,2169,Third,9.17
3,113106,Diesel,Manual,18.64,2201,Second,15.33
9,29519,CNG,Automatic,25.72,2864,Third,23.2
6,27439,Petrol,Manual,19.25,1516,Third,23.09
13,123570,Diesel,Automatic,28.82,2362,Second,7.91
2,19995,Diesel,Automatic,19.73,2511,Fourth & Above,18.65
8,28559,CNG,Manual,19.25,2025,Second,19.61
2,94049,Diesel,Automatic,25.7,2071,First,20.41
4,141093,Diesel,Manual,26.43,2965,First,14.7
15,103000,Petrol,Automatic,21.09,808,Second,1.25
4,157191,Petrol,Manual,13.6,1397,Third,19.28
13,187611,CNG,Automatic,19.36,822,First,3.56
12,44350,CNG,Manual,29.36,2790,First,3.8
13,182295,Diesel,Manual,25.06,2408,Second,15.53
14,30517,Petrol,Automatic,26.22,2874,Second,24.6
18,158322,CNG,Manual,10.66,1904,Fourth & Above,6.82
6,94132,CNG,Automatic,19.36,891,Second,16.5
11,190271,Electric,Automatic,22.93,1650,Second,8.29
2,64546,CNG,Manual,26.6,2782,First,22.57
19,110686,Diesel,Manual,10.99,1907,First,15.24
19,93151,Petrol,Manual,27.05,1099,First,5.98
5,8327,CNG,Manual,20.97,2277,Third,7.29
19,125318,Electric,Manual,13.95,2104,First,11.38
2,165840,Petrol,Automatic,16.35,1800,First,3.93
10,178860,CNG,Manual,15.64,1882,Second,2.89
2,120945,Electric,Automatic,20.62,2165,Fourth & Above,17.32
11,51830,CNG,Manual,11.03,2909,First,10.77
18,57446,Petrol,Manual,13.17,1575,Fourth & Above,18.43
15,151232,Petrol,Manual,26.25,2252,First,3.64
9,192655,Petrol,Automatic,12.65,2481,First,15.64
19,170070,Diesel,Manual,14.67,2551,Fourth & Above,11.64
9,163302,CNG,Automatic,19.07,2651,Second,2.39
3,145148,Diesel,Automatic,20.34,2697,First,14.08
9,74341,Petrol,Automatic,25.27,2529,Fourth & Above,2.99
14,36085,Electric,Manual,18.95,2127,First,20.87
19,60571,CNG,Automatic,25.8,1414,Third,16.17
7,150787,Diesel,Manual,22.37,1044,Third,14.37
16,133308,CNG,Automatic,12.26,1556,Third,4.2
16,10750,Electric,Manual,13.13,1623,Third,7.9
1,118931,Diesel,Automatic,18.74,2646,Second,12.83
4,83768,Petrol,Manual,17.94,2235,Third,16.2
4,40903,Diesel,Manual,24.87,2040,Fourth & Above,5.4
7,168165,CNG,Manual,21.61,1315,First,1.21
8,96036,CNG,Automatic,17.76,1273,Fourth & Above,9.27
17,92954,CNG,Automatic,13.42,835,Third,12.59
5,170386,CNG,Manual,14.54,2210,Second,5.43
7,184297,Petrol,Automatic,21.51,2592,Third,12.81
4,88014,Diesel,Automatic,18.47,2534,Third,9.12
6,171251,Petrol,Automatic,20.3,1629,Second,11.92
7,122305,Petrol,Automatic,13.41,1892,Second,9.34
18,161410,Petrol,Automatic,23.26,1985,Second,16.08
5,37101,CNG,Automatic,27.05,2562,Second,2.03
3,7775,CNG,Automatic,15.16,1744,Second,5.1
7,116497,CNG,Manual,19.83,2311,Second,11.39
14,50619,Diesel,Manual,29.51,1230,First,9.55
7,181910,Electric,Automatic,16.66,2822,Third,10.4
5,155611,CNG,Manual,21.9,1658,Third,20.29
5,62124,Diesel,Manual,11.8,1029,Second,22.27
2,70149,CNG,Manual,22.12,977,Fourth & Above,6.97
6,31616,CNG,Automatic,11.79,2233,Second,21.07
15,190639,Petrol,Automatic,29.18,2413,First,12.01
10,173171,Petrol,Automatic,24.31,2563,Fourth & Above,7.57
7,66799,Petrol,Automatic,25.76,2574,First,24.65
5,95221,Diesel,Automatic,24.08,1774,Fourth & Above,20.8
1,119879,Electric,Manual,21.79,881,Fourth & Above,24.86
13,30479,Electric,Automatic,19.0,1645,Second,5.04
18,182244,Diesel,Manual,27.17,2016,First,4.45
13,104165,CNG,Automatic,29.14,1417,Fourth & Above,13.08
18,60863,Diesel,Manual,19.98,1244,First,16.33
5,178115,CNG,Automatic,28.63,1722,Second,5.11
13,87569,Diesel,Automatic,21.67,992,Second,21.65
4,151480,Diesel,Automatic,20.77,2462,Second,13.77
17,194052,Diesel,Automatic,19.09,1088,Second,10.86
3,21351,Electric,Automatic,14.19,1967,Third,15.45
17,140203,Petrol,Automatic,10.07,2230,Fourth & Above,16.24
11,49825,Diesel,Manual,14.83,2634,Third,2.03
4,16349,Electric,Automatic,20.19,2770,Second,25.0
2,197003,Petrol,Manual,17.6,1695,Fourth & Above,9.73
16,49254,Petrol,Automatic,18.97,1719,Fourth & Above,2.48
18,43225,Diesel,Manual,29.61,2834,First,21.46
8,17453,CNG,Manual,17.01,2352,Second,24.83
3,154886,CNG,Manual,19.04,2500,Third,20.59
9,154335,CNG,Manual,12.67,2860,First,21.45
6,82694,Diesel,Manual,10.96,2525,Fourth & Above,16.02
10,20735,CNG,Manual,25.51,2697,Third,23.14
10,151902,Electric,Automatic,21.41,2599,Second,1.86
13,52893,Electric,Manual,25.21,1111,Third,19.4
17,180745,Electric,Automatic,13.0,1927,Third,17.1
9,132006,Electric,Automatic,21.44,1138,Third,2.19
17,50066,Petrol,Manual,15.07,1158,First,14.06
9,139445,Electric,Manual,14.56,1972,Fourth & Above,13.36
9,146407,CNG,Automatic,10.23,1567,Third,17.6
1,159813,Diesel,Manual,12.61,2889,Fourth & Above,2.86
2,15692,CNG,Manual,16.19,1001,First,20.33
16,183367,Electric,Manual,12.34,2492,Second,4.35
1,50541,Petrol,Manual,29.72,1263,Second,11.05
10,170129,Electric,Manual,16.17,1248,Third,22.15
18,71983,Diesel,Manual,12.61,1712,First,14.45
8,155655,CNG,Manual,13.98,1597,Second,10.11
11,158837,Diesel,Automatic,21.75,1593,First,2.16
2,195359,Diesel,Manual,11.28,1236,First,17.13
8,159978,Diesel,Automatic,27.25,2716,Third,24.68
8,125747,CNG,Automatic,29.23,2573,Third,22.88
17,90103,Electric,Automatic,14.93,1330,First,18.22
15,182597,Diesel,Automatic,19.0,1364,First,3.53
17,174302,CNG,Manual,10.44,2420,Third,6.75
13,155592,Petrol,Automatic,22.81,2096,First,5.48
19,188006,CNG,Automatic,18.28,1012,Third,9.53
5,30566,Petrol,Automatic,15.4,1748,Fourth & Above,6.65
12,78193,CNG,Automatic,14.14,1927,First,6.87
1,166206,Electric,Automatic,23.08,991,Third,15.8
5,146417,Diesel,Manual,18.32,2203,First,8.65
8,126015,Electric,Manual,13.59,2790,Third,17.25
13,177257,CNG,Automatic,23.78,1904,First,23.75
8,135956,Diesel,Manual,21.3,1504,Second,16.32
11,75744,Petrol,Manual,27.17,1348,Second,19.04
1,38455,CNG,Automatic,12.35,2661,First,19.04
13,164090,Diesel,Automatic,25.71,953,Second,8.94
19,59219,Petrol,Automatic,23.47,2465,First,1.36
3,50991,Petrol,Manual,12.3,1370,First,2.32
17,78616,Electric,Automatic,23.9,2584,Fourth & Above,7.77
5,92438,CNG,Manual,18.83,1604,Fourth & Above,17.55
8,121841,Petrol,Manual,28.9,1598,Second,22.76
14,145558,Diesel,Manual,12.83,1410,Fourth & Above,24.01
4,174934,Petrol,Automatic,22.86,2606,Fourth & Above,1.62
11,63870,Petrol,Manual,17.64,942,First,24.76
15,91694,Electric,Automatic,29.14,1071,Third,8.74
19,48856,Electric,Automatic,16.6,2355,First,21.23
7,106407,Diesel,Automatic,29.24,2893,Fourth & Above,5.33
19,36379,Electric,Automatic,28.03,2942,First,2.51
19,69729,Petrol,Automatic,15.41,2911,Second,10.08
11,164450,Petrol,Manual,26.07,1258,Third,21.61
5,59353,Electric,Manual,29.91,2538,Fourth & Above,6.3
5,186068,Petrol,Manual,15.05,2232,Fourth & Above,4.69
8,19031,Petrol,Manual,18.74,1305,First,22.84
10,70982,Diesel,Manual,20.4,2509,First,23.52
6,41683,Electric,Automatic,15.9,1896,First,1.3
15,119091,Petrol,Automatic,10.31,883,First,18.46
16,122797,Electric,Manual,14.4,858,Fourth & Above,8.42
17,153690,Diesel,Manual,15.64,1844,First,9.99
8,11587,Electric,Manual,18.87,2281,Fourth & Above,12.26
8,67790,Petrol,Automatic,13.42,2152,First,11.24
9,36480,Electric,Automatic,27.47,2396,Third,13.36
2,156599,Petrol,Automatic,24.1,1375,Third,14.98
15,28569,Petrol,Manual,11.7,1479,First,12.17
18,16151,Petrol,Manual,23.0,1002,First,17.84
3,195246,Diesel,Manual,23.07,1929,Second,18.25
17,49739,Electric,Manual,29.12,1117,Third,11.57
4,37954,Diesel,Automatic,10.06,2005,Fourth & Above,4.42
4,114373,Electric,Manual,14.96,2438,Third,16.38
14,171375,Diesel,Manual,28.56,2596,Fourth & Above,19.55
9,39700,CNG,Manual,28.64,1205,First,16.31
9,128728,Petrol,Automatic,24.41,1478,Third,15.11
18,71788,Petrol,Automatic,25.32,2070,Third,6.51
10,76045,Diesel,Manual,11.83,2689,Second,16.48
4,173914,CNG,Automatic,20.28,2347,Second,9.04
12,149972,Petrol,Automatic,14.63,2443,Third,23.07
8,132992,Electric,Automatic,13.62,2159,Third,16.69
2,85059,Diesel,Automatic,26.21,2245,Third,7.68
13,6881,Petrol,Automatic,12.7,1634,Fourth & Above,12.35
16,169109,Petrol,Manual,19.37,2468,First,21.32
2,137702,Diesel,Manual,28.77,2730,Second,9.05
11,25789,Diesel,Manual,13.72,1080,First,13.61
10,131083,Electric,Automatic,29.56,2613,Second,17.31
15,93059,Electric,Automatic,29.89,1732,Second,19.11
17,51151,Petrol,Automatic,21.11,1407,Second,5.17
8,184992,Petrol,Automatic,13.4,1282,Third,14.56
18,114388,Diesel,Manual,16.32,2046,Second,22.89
9,8262,Petrol,Manual,18.49,2572,First,24.24
8,71981,Petrol,Manual,16.19,2964,Second,16.75
14,125951,Diesel,Manual,15.61,991,First,24.61
18,128099,Petrol,Manual,29.44,2817,Second,14.7
12,86972,Petrol,Manual,13.07,1106,Second,11.62
19,80485,CNG,Automatic,24.67,1331,Third,14.24
14,59722,Electric,Automatic,10.01,921,First,3.78
17,94499,Diesel,Manual,21.92,1391,Second,10.64
3,186890,CNG,Automatic,28.32,2275,Second,12.0
7,166004,Electric,Manual,15.76,858,First,21.37
17,11901,Electric,Manual,13.71,2373,Second,19.21
12,122473,Electric,Automatic,23.03,1940,Fourth & Above,15.43
9,13597,CNG,Manual,24.25,2610,Third,9.33
15,134631,CNG,Manual,23.76,2605,First,5.49
18,68909,Electric,Manual,16.39,1198,Third,9.35
13,77391,Petrol,Automatic,15.04,1741,Fourth & Above,17.32
8,144335,Petrol,Automatic,29.12,1327,Fourth & Above,7.31
14,68293,CNG,Automatic,28.47,2574,Fourth & Above,11.25
8,161877,CNG,Automatic,19.15,2221,First,10.28
14,16874,CNG,Manual,26.92,2469,Fourth & Above,19.37
7,91402,Electric,Automatic,19.05,2350,First,22.21
12,19079,Petrol,Automatic,18.49,1235,First,17.78
11,185922,CNG,Automatic,13.14,1639,Second,9.2
11,77779,CNG,Manual,18.53,1159,First,11.4
13,100408,Diesel,Automatic,20.75,1952,Fourth & Above,4.44
18,145090,Electric,Automatic,10.45,1663,First,5.03
2,125606,Diesel,Manual,18.88,2450,First,4.94
15,185572,Petrol,Manual,25.63,2532,Third,4.13
18,125062,Diesel,Manual,23.6,2045,Fourth & Above,5.31
15,17100,Diesel,Manual,22.7,1715,First,5.86
19,62021,Diesel,Automatic,28.19,2598,Second,3.68
12,155872,Electric,Manual,10.36,2982,First,16.37
13,133126,Petrol,Automatic,21.14,1185,First,24.77
11,199472,Diesel,Automatic,25.75,2126,Third,22.1
5,97446,Electric,Automatic,20.83,2605,Fourth & Above,2.09
1,34437,Petrol,Automatic,16.48,2385,Fourth & Above,11.15
3,182747,CNG,Automatic,12.73,2012,Second,21.62
19,156014,Diesel,Manual,27.75,2349,Second,4.23
7,25862,Petrol,Automatic,19.42,1188,Second,21.34
12,16669,Diesel,Automatic,27.56,1503,First,15.22
15,126219,CNG,Automatic,21.72,2538,First,23.35
5,189844,Petrol,Manual,23.48,1663,Second,22.02
15,20916,Electric,Automatic,26.09,1859,Fourth & Above,17.25
8,15878,Petrol,Automatic,23.18,878,Fourth & Above,16.79
10,7985,Electric,Manual,17.96,2098,Second,6.12
16,46235,Petrol,Automatic,20.27,2101,Third,3.8
8,23931,Electric,Automatic,26.06,1473,Fourth & Above,10.97
1,97876,CNG,Manual,17.47,1003,Fourth & Above,5.48
12,5336,CNG,Automatic,17.76,1784,Second,3.46
5,47933,CNG,Automatic,11.91,2775,Fourth & Above,8.26
3,50536,Petrol,Automatic,28.29,816,First,21.65
1,74504,CNG,Automatic,11.82,1275,First,1.41
4,104214,Diesel,Automatic,22.96,1816,Fourth & Above,8.02
8,187220,CNG,Manual,18.26,1009,First,11.18
3,118936,Electric,Manual,18.11,1298,Third,13.25
10,21279,Electric,Manual,23.59,1228,Fourth & Above,5.36
2,108751,Electric,Automatic,11.34,2129,Second,24.14
11,109433,Petrol,Automatic,21.87,2905,First,14.89
10,76386,Diesel,Automatic,25.44,2353,Third,13.53
14,91124,CNG,Manual,26.56,2031,Third,1.21
7,110750,Diesel,Automatic,13.41,2334,First,12.66
2,82485,Diesel,Automatic,27.95,2667,Third,21.1
9,79055,Electric,Automatic,23.12,2676,Fourth & Above,6.27
16,96911,Electric,Manual,27.64,1698,Third,9.43
13,103618,Electric,Manual,19.71,1906,First,1.49
9,190100,Petrol,Automatic,20.84,1867,Third,24.45
4,118892,Diesel,Automatic,28.38,2306,First,2.6
10,76128,Diesel,Automatic,28.0,2467,First,22.56
12,154180,Petrol,Manual,18.96,1292,Third,8.51
17,57495,Petrol,Manual,15.49,1404,First,15.1
14,87806,Petrol,Manual,17.86,1747,First,17.3
14,98185,Diesel,Automatic,17.76,1093,Second,4.38
2,192902,Diesel,Manual,15.74,1971,Fourth & Above,11.65
11,188581,Electric,Automatic,15.37,2818,First,8.81
16,175591,Electric,Automatic,27.22,971,Fourth & Above,2.36
19,54649,Diesel,Manual,11.4,2386,Second,21.0
6,170596,Electric,Automatic,23.55,1330,Second,2.08
19,169957,Petrol,Manual,13.46,1943,Second,16.68
5,180441,CNG,Automatic,16.89,2659,Second,8.54
4,100402,Electric,Automatic,11.23,2560,Fourth & Above,5.61
15,35676,Diesel,Manual,15.4,2913,Third,17.01
4,69093,Electric,Automatic,25.37,2988,Third,14.79
10,183836,Electric,Automatic,27.7,988,Fourth & Above,8.57
3,186871,Electric,Automatic,14.43,957,First,13.31
5,84414,CNG,Automatic,19.27,2770,Fourth & Above,6.91
6,98095,Petrol,Automatic,19.41,1045,First,21.73
8,77307,Diesel,Automatic,27.47,1649,First,8.53
7,100432,CNG,Automatic,25.26,2610,Third,6.88
10,36923,Diesel,Automatic,20.26,1894,Second,19.04
6,122449,Diesel,Manual,23.41,2136,Third,1.42
14,52574,Diesel,Manual,26.95,2926,Third,7.43
4,179463,CNG,Automatic,10.19,968,Fourth & Above,10.01
13,126757,Petrol,Automatic,18.06,2451,Fourth & Above,22.17
17,58664,Diesel,Manual,28.14,2309,First,23.81
7,72384,Petrol,Automatic,24.81,2595,Fourth & Above,18.2
4,36027,Petrol,Manual,20.86,1419,First,12.82
14,171536,Electric,Manual,20.59,2964,First,16.37
3,39485,CNG,Manual,16.96,1156,Second,10.94
5,155528,CNG,Automatic,20.41,2477,Second,8.17
16,40554,Electric,Automatic,23.11,2011,Third,23.82
4,51922,Electric,Automatic,18.37,2104,Second,3.77
2,18409,Petrol,Manual,24.28,2334,First,9.31
18,41639,Diesel,Manual,27.22,2289,Fourth & Above,22.58
19,199699,CNG,Manual,13.09,2763,Second,18.36
19,24692,Diesel,Automatic,19.03,2161,Second,1.7
17,94037,Diesel,Manual,18.16,998,Second,1.55
14,190272,Electric,Manual,23.75,2587,Second,13.4
19,193487,Diesel,Automatic,15.0,1873,First,12.62
13,23074,Petrol,Manual,22.81,1965,First,11.63
12,151621,Electric,Manual,27.55,2606,Third,8.26
6,34963,Diesel,Automatic,18.36,2337,Fourth & Above,24.68
4,57265,Electric,Automatic,28.22,830,Third,7.53
19,21061,Petrol,Manual,29.86,1459,Third,12.76
16,194298,Petrol,Automatic,12.12,1346,Second,10.72
13,164882,Diesel,Manual,14.66,1929,Fourth & Above,5.09
4,196078,Electric,Automatic,29.01,2944,Second,5.86
17,118502,Diesel,Manual,29.17,1170,First,23.04
1,27800,Diesel,Automatic,11.95,1923,Third,21.6
18,121192,Electric,Manual,10.3,2268,Fourth & Above,5.78
17,112228,Diesel,Automatic,13.22,2291,First,22.02
15,193839,Petrol,Automatic,29.92,2902,Third,6.02
11,33054,Electric,Automatic,13.6,1951,Fourth & Above,16.04
13,181469,Electric,Automatic,20.05,2879,Third,2.95
1,18233,Electric,Automatic,26.97,892,Fourth & Above,22.13
17,161140,Electric,Automatic,10.41,2081,Third,2.24
6,70727,Diesel,Automatic,22.09,2725,Second,14.32
4,95610,Diesel,Manual,15.54,2043,Third,19.71
16,75453,Petrol,Manual,27.25,2371,Third,3.8
15,109135,CNG,Automatic,15.67,1215,Fourth & Above,10.71
15,161904,CNG,Automatic,23.74,2344,Fourth & Above,2.01
6,113464,Petrol,Manual,23.48,1488,Second,17.39
15,18682,CNG,Manual,14.43,2465,Fourth & Above,8.38
14,159455,Petrol,Automatic,10.7,2858,Third,14.43
11,63160,Diesel,Manual,18.18,2330,Fourth & Above,23.39
7,28666,Electric,Manual,15.78,1218,Fourth & Above,8.34
9,63817,Electric,Automatic,26.18,1945,Fourth & Above,2.17
16,96198,Diesel,Automatic,26.01,1710,Second,17.22
5,170714,Electric,Automatic,19.14,2154,Second,19.88
10,46830,Electric,Manual,22.13,2366,First,23.99
18,15234,CNG,Automatic,22.09,1211,Second,4.79
3,62616,Diesel,Automatic,26.54,2047,Second,10.41
13,14221,CNG,Manual,18.5,952,Second,21.26
11,147482,CNG,Automatic,15.51,2035,Third,20.36
17,197485,Electric,Manual,15.3,891,First,16.0
13,6051,Electric,Manual,20.72,1130,Third,7.46
6,115529,Diesel,Manual,18.98,2464,Second,7.82
17,81918,Electric,Manual,18.8,1754,Second,3.98
13,83116,Electric,Manual,11.82,2051,First,23.12
19,127226,Diesel,Manual,24.37,993,First,5.15
19,192635,Electric,Automatic,14.27,1329,Fourth & Above,14.75
10,49757,CNG,Automatic,13.94,2066,Second,15.02
3,126008,Diesel,Automatic,18.26,2273,Second,9.87
14,187329,Electric,Manual,14.56,1438,Third,9.46
19,136379,Petrol,Automatic,21.68,2410,Fourth & Above,17.05
5,61889,Diesel,Manual,17.43,2397,Second,10.32
5,40944,Diesel,Automatic,18.98,1497,Third,7.12
17,104555,Petrol,Manual,20.74,2845,First,10.58
10,43134,Electric,Automatic,14.07,2501,Third,20.38
5,163395,Electric,Manual,13.12,1339,Second,24.2
4,30954,Diesel,Automatic,27.61,1129,Third,16.26
6,191093,Diesel,Manual,18.67,1269,Third,19.77
4,94959,Electric,Automatic,18.24,1333,Fourth & Above,13.79
7,9992,Electric,Manual,10.71,2762,Fourth & Above,16.0
7,6961,CNG,Automatic,19.96,1266,First,24.71
18,17497,Diesel,Automatic,21.08,1561,Fourth & Above,11.52
3,168623,Diesel,Automatic,21.18,1805,Third,2.59
1,191827,Petrol,Manual,24.14,1690,Fourth & Above,23.97
4,18255,CNG,Manual,13.55,2755,Second,20.03
6,140639,Electric,Manual,15.04,1753,Third,10.56
9,53847,CNG,Manual,26.21,2243,Third,24.58
14,184075,Electric,Manual,28.94,2472,Third,9.29
12,25389,Electric,Automatic,12.72,1631,Second,9.93
4,180595,CNG,Manual,19.95,1643,Third,15.63
12,128802,Diesel,Automatic,14.28,2119,Fourth & Above,7.58
10,66576,Electric,Automatic,11.2,983,Second,17.77
7,48919,CNG,Manual,16.51,2083,Third,4.67
3,8358,Petrol,Automatic,12.87,2490,Fourth & Above,3.59
14,93535,CNG,Manual,24.2,2232,Fourth & Above,13.84
10,110982,Petrol,Manual,20.67,2596,First,14.33
16,10698,Electric,Manual,12.88,1426,Fourth & Above,3.56
16,71809,CNG,Automatic,10.18,2855,Fourth & Above,24.14
10,98079,CNG,Manual,26.16,1582,First,14.76
13,60805,Petrol,Manual,13.52,2307,First,4.62
6,167421,CNG,Manual,22.12,2584,Second,8.47
12,186320,CNG,Automatic,16.74,1574,Fourth & Above,20.21
9,80033,Electric,Manual,21.71,2559,Second,13.56
13,103239,CNG,Automatic,16.31,2663,Second,5.52
4,135407,Diesel,Automatic,11.74,1806,Third,3.47
11,49041,Petrol,Manual,14.46,1476,Second,11.34
18,36954,CNG,Automatic,13.76,2630,Second,9.1
11,13002,Petrol,Automatic,18.56,1010,Second,16.74
4,74783,Petrol,Manual,23.17,2136,Second,23.21
18,112524,Petrol,Manual,15.28,2427,First,6.95
1,129857,CNG,Manual,10.24,2160,Fourth & Above,21.53
7,24738,CNG,Automatic,20.38,1289,Third,23.09
6,15703,Petrol,Manual,22.12,2226,First,22.65
15,118776,Diesel,Automatic,29.26,990,Third,23.85
18,185494,Petrol,Automatic,21.79,1642,Third,21.21
11,197971,Diesel,Automatic,19.42,1134,First,15.24
15,148464,Petrol,Automatic,21.47,2442,Second,10.84
16,49724,Electric,Automatic,28.56,1910,First,12.8
7,37299,Petrol,Manual,26.57,1378,Third,21.94
10,20641,Petrol,Manual,16.46,861,Third,8.23
12,84534,CNG,Automatic,14.75,1186,Second,4.82
14,11305,Diesel,Automatic,15.25,1969,First,4.38
5,23782,Electric,Manual,20.09,1418,Fourth & Above,20.85
18,83257,Diesel,Manual,24.88,2483,Third,19.28
5,82963,Electric,Automatic,20.06,2677,First,12.94
3,126987,Petrol,Automatic,11.36,1286,Second,7.6
5,156638,CNG,Manual,24.47,2077,Second,17.26
17,129591,CNG,Manual,26.12,1340,Fourth & Above,1.92
19,72766,Diesel,Automatic,15.79,2335,Third,14.64
19,11511,CNG,Manual,23.28,2860,Fourth & Above,10.56
12,119816,Diesel,Manual,18.53,950,Fourth & Above,24.47
9,162249,Diesel,Automatic,27.78,1873,Fourth & Above,13.18
1,9765,Electric,Automatic,26.9,2038,Fourth & Above,14.25
18,156426,Diesel,Automatic,20.51,1790,Second,18.1
4,28929,Electric,Manual,23.83,1171,Third,12.63
10,164892,CNG,Automatic,27.67,1936,Fourth & Above,6.39
7,116576,Diesel,Manual,19.91,2900,Third,13.89
1,165595,Diesel,Automatic,16.27,1953,Second,23.66
17,76088,Petrol,Automatic,25.07,992,Second,10.84
2,82525,Diesel,Manual,14.4,1880,First,17.31
11,18780,Diesel,Manual,17.77,2944,First,24.47
9,11589,Petrol,Automatic,27.31,997,Third,20.92
7,170884,Petrol,Automatic,24.49,2994,First,16.82
17,98664,CNG,Manual,18.08,2398,Fourth & Above,18.66
17,182011,Diesel,Automatic,14.29,2400,Third,23.48
2,187565,CNG,Manual,17.12,1483,Second,24.03
6,109188,CNG,Manual,15.68,1132,Second,24.26
14,98326,Petrol,Automatic,13.52,2043,Fourth & Above,16.02
6,45953,Electric,Manual,24.87,2221,First,10.23
2,70785,CNG,Manual,15.04,2165,Third,4.2
1,24309,Electric,Manual,19.08,2621,Third,10.25
10,59195,Diesel,Automatic,17.72,2291,Fourth & Above,23.63
5,30901,Petrol,Manual,29.64,2571,First,22.36
2,159648,Diesel,Automatic,17.82,2810,Third,13.57
16,167580,Diesel,Automatic,11.6,2012,Fourth & Above,13.89
2,30464,Petrol,Automatic,11.8,1943,Third,8.41
10,196353,Diesel,Manual,21.82,904,Second,11.91
2,21260,Petrol,Manual,21.99,1606,Third,18.15
16,129997,Electric,Automatic,18.38,1864,Third,10.66
16,40440,Diesel,Automatic,18.64,1688,Third,5.51
19,100082,Petrol,Manual,11.08,1120,First,13.98
